name N S Var Evar ESimp EQ O ENee EPielou EHeip BP SimpDom Nmax McN skew logmodskew chao1 ace jknife1 jknife2 margalef menhinick preston_a preston_S
933.T.3.1.H.E.1 72613 1379 135759.5334348632 0.2537630927461869 0.02 0.1300510614311533 0.219680486598 -0.0035002666227645536 0.63356361676983 0.07004680031164426 0.139162408935 0.963794249993 10105 21.0279151116 287.700632078 1.2954336073940131 1417.07643678 1463.73001819 1541 1361 123.11376788534204 5.117490866130774 0.32047506001170517 520.1177027964204
2229.S2.N1.8.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006 45986 830 211719.63809496124 0.25809575679479735 0.0143 0.12676004165042187 0.250737914473 -0.005970717862455536 0.5880213831780499 0.06158883469186089 0.238637846301 0.915797796818 10974 36.9003609794 382.052243621 1.3058062154880155 849.280872535 872.191730424 913 820 77.21617682462062 3.8704839857118056 0.2940730808770382 296.18245237488884
894.OS1911.lane2.NoIndex.L002 38169 533 142272.8958794735 0.21427115722378443 0.0349 0.11534304766970294 0.244354216709 -0.010241714202163108 0.6489806692499026 0.10870158177172913 0.199769446409 0.946170634893 7625 25.4840315439 385.324926603 1.2242552505092916 544.436763723 555.353233427 579 535 50.42759688920526 2.728172444455839 0.3111037748940577 318.72980859927225
804.H02.072605.R0715 66231 1633 32100.636508200947 0.290513980236519 0.0488 0.1318284191337642 0.370737241233 -0.002914838294157948 0.7853820296198365 0.203891089843241 0.0894596186076 0.987444692242 5925 11.0159894913 312.53606013 1.380364306393161 1655.66700891 1662.61708915 1718 1646 147.01505509755933 6.345349217298103 0.3559792103064078 721.3665226113543
1736.R10.1011 58894 1670 57650.22765397903 0.2835519020482281 0.0211 0.12987204472045055 0.34626487169 -0.0028944369528044788 0.7278782190301278 0.13222858047168476 0.140608550956 0.971660635348 8281 19.7507386151 371.147948889 1.4444137895378109 1738.52159358 1761.00560365 1849 1796 151.9552816705378 6.8814656306681625 0.32534599801614617 482.08792895587993
1035.UQ888 37779 303 171985.9125303259 0.17548538811557968 0.0831 0.10043288289503416 0.283088278652 -0.020746152902285972 0.6822524868926021 0.1599801977022686 0.102993726674 0.960308258374 3891 18.4441091612 195.083496498 0.8328066652407747 306.831087323 310.335107773 320 302 28.65408715034857 1.5588969216991628 0.3633891548098196 533.7872214619068
894.GV1880.lane2.NoIndex.L002 34339 743 32588.102578241484 0.2437069728870428 0.0616 0.12382252010058858 0.282376763045 -0.006832290466894304 0.7091000070215489 0.1450095552803559 0.0705611695157 0.978147786763 2423 13.0376539794 167.615117442 0.9526043967359894 755.565149968 772.300239646 805 717 71.04532462333648 4.009544075547653 0.3998798456209244 693.4937234871115
1736.B6.0510 33133 1385 18392.673940443645 0.31117473878403135 0.0302 0.1365731635148023 0.387291978582 -0.0033138286794805174 0.7676691154627673 0.1856825945556354 0.1345788187 0.976090183936 4459 17.0856849666 398.96450372 1.439850118454183 1450.74569139 1477.38440784 1555 1507 132.97099322388667 7.60885649291336 0.34571073572895794 413.80154416977103
990.KA1U.A.04 60024 3007 92095.16617601737 0.39928483330612097 0.0043 0.16505549737265113 0.322439564247 -0.0012538050258981428 0.6380133188596069 0.054761607409164505 0.251582700253 0.922829461556 15101 35.7073837132 459.647491068 1.6529769541801724 3094.59070806 3184.47650974 3364 2996 273.2106398760024 12.273571625345642 0.28476765471759324 309.6632106816733
1056.Chl.tru.Mend.1 13879 110 72279.11668056714 0.16662740006946208 0.1819 0.09543802122639056 0.36334291834 -0.06018598610394019 0.7359705971539784 0.2825539439711646 0.112183874919 0.950009121532 1557 21.2695439153 198.820481879 0.642213340475702 110.060610428 110.816408499 112 98 11.427813945307944 0.9337134123296565 0.39429843822655014 355.65190088205446
1642.MS00561 70596 5812 5688.06455042961 0.416573712285467 0.0253 0.16786098573622865 0.431983545701 -0.0006373433767749559 0.8334311325666193 0.23590578219736705 0.0698481500368 0.993195779014 4931 9.7243469885 376.521705396 1.7195498748580569 5961.55767406 6160.4433587 6486 5644 520.4783853233973 21.874370230446385 0.37326711377842603 897.7585562254437
1883.2009.045.Crump.Artic.LTREB.main.lane3.NoIndex 115659 6026 101169.65141441028 0.4500442993515229 0.0036 0.1871596249283639 0.280200745025 -0.000548110584132987 0.636864646843699 0.042238321539254435 0.172377419829 0.954267262075 19937 28.066990031 380.865778129 1.7208172584654617 6143.17681426 6307.8201556 6652 5609 516.7946915723768 17.71900826932871 0.29488284143352306 506.98488320599523
2229.W2.T21.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005 65656 234 1446732.8624775324 0.12490158905157445 0.0518 0.08327128434659625 0.262431148519 -0.032484953776502144 0.6152375291365492 0.1188128417371337 0.207581942244 0.917528535139 13629 35.8855245522 319.580808407 0.977977050182586 240.031837902 246.745771095 254 243 21.0057815794385 0.9132267982740664 0.29534301815376857 367.04718726322557
958.N.16 54456 171 828955.0142414861 0.12209730513227046 0.1096 0.08178836102772613 0.279000074742 -0.04526826805957101 0.6700806199174489 0.17855059013978442 0.125110180696 0.946630736246 6813 22.2730277655 205.644911165 0.7385814219917421 173.444489334 177.028349816 182 171 15.588967255417646 0.7327793826403287 0.3362777173903793 516.1828350091213
1235.sp1540 189695 207 13447209.377280619 0.09040581025506711 0.059 0.07126762114606011 0.213002056569 -0.04297322843291916 0.5821748117531436 0.10339674636389523 0.17846543135 0.918187360463 33854 30.9407206305 263.121805689 0.8724352839739118 212.333361449 216.61875906 224 216 16.95030618103535 0.47527219079330657 0.2825203311297674 574.9715158051722
1632.E6H04.r.EMPbird.v4.NoIndex.L001 46466 51 10925238.330196083 0.09551525745873868 0.0719 0.08828658320156013 0.131183838404 -0.1404813034454538 0.4072513108506552 0.0791836732445648 0.457904704515 0.727386432207 21277 62.2412086257 420.288351463 0.7773387664553684 51.0 51.3346290787 52 34 4.65268794555641 0.2365933491478927 0.2553029586449734 201.50174208532147
2382.SH008.C6.HA.4.741.bulk.9.12.lane7.NoIndex.L007.sequences 56431 4665 1552.917109455288 0.4091567115397172 0.0861 0.16581214564919777 0.43732798497 -0.0008043278691072885 0.852961749912746 0.2886084624052152 0.021690205738 0.99751121428 1224 4.27070227357 122.544578523 1.223136243426213 4809.97807023 4958.16556683 5236 4685 426.29525379472375 19.637797387867128 0.4894641250786419 1975.2965093398363
1774.7.Oral.Puer 11671 82 261733.5569105691 0.15003894327876355 0.0727 0.09263788546771945 0.28580429708 -0.08321412505798496 0.5782946574972707 0.14551112558831672 0.369291406049 0.83216234582 4310 46.6026904293 439.98844099 0.8980171010247514 83.111206322 84.5350159196 88 81 8.649352915349885 0.7590315319017015 0.2961839505537633 146.3538771590728
894.YY1571.lane5.NoIndex.L005 26094 1169 12434.57967675217 0.3361952457922043 0.0386 0.14439740872884088 0.387646905053 -0.003706532424804082 0.763428698519972 0.18734174589652766 0.112056411436 0.977814480548 2924 17.3948034031 311.632139853 1.3025356295029764 1198.53082292 1222.44579877 1281 1183 114.8536816792444 7.236760203627535 0.3693390625411326 441.103277949202
1883.2001.14.Crump.Artic.LTREB.main.lane1.NoIndex 39043 486 81275.90171397055 0.1893437269350433 0.0737 0.10653047363838519 0.27202017107 -0.012181186979582002 0.6950178670341131 0.14982439819243606 0.0874932766437 0.972083062477 3416 14.7478421228 177.084246483 0.8896574942983878 489.859020002 500.89238558 517 428 45.874080985687485 2.459601101617796 0.37596030056492247 613.6372857545743
1579.D.2.0 22155 1745 1196.1370560710814 0.4108142124525428 0.1188 0.16439987367482367 0.458938618835 -0.0021695824101978676 0.8516548063897357 0.3300580692575234 0.0319566689235 0.995176983157 708 5.62401263823 129.241117272 1.049589770021467 1784.48097667 1825.84228996 1917 1717 174.29858465378342 11.72356117855362 0.5046030683428896 1055.948542439379
1632.E1C12.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences 53506 417 394095.19584716856 0.3244942857378811 0.0402 0.14469904097252007 0.39521657447 -0.010368312858198848 0.7182681770661801 0.1807714984516564 0.213789107764 0.940336887367 11439 29.7779688259 414.166872771 1.2051641464109664 419.307735438 418.611168645 423 423 38.2087829952565 1.8027471280769747 0.29804748115467744 336.7388081170119
550.L2S263.s.2.sequence 12370 334 21707.187894481303 0.27577742428833807 0.0596 0.1421100535463924 0.236635863277 -0.013188948770889867 0.6340450253436571 0.11659520129453334 0.10194017785 0.949766150013 1261 19.9110751819 193.927743639 0.8448600416748223 336.715151622 345.676234486 359 274 35.338953488705904 3.0030434575750102 0.40915706027376886 367.39720320994456
1289.KH23 109656 3825 19283.243198375585 0.29896767105519795 0.0409 0.13872806983366648 0.306186126453 -0.00118068158886471 0.758157205292691 0.135782670232201 0.0324195666448 0.993606124141 3555 6.16473334792 122.649529311 1.159297622189335 3952.61414601 4068.3117559 4282 3923 329.5102029254233 11.550884455907388 0.41888742229567555 1893.1429260244465
1222.B6.5.8.06 127205 366 2631287.743581106 0.12423826599353538 0.044 0.08572232569626459 0.205133982988 -0.020168294038272836 0.600300688333273 0.09200752005241362 0.175244683778 0.937913370018 22292 27.5342950356 279.315163309 1.0128745316563506 369.914924394 378.467462526 390 344 31.05443354211047 1.0261928733015493 0.2917875224775801 515.3828089491667
723.AcidLow1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence 104544 580 548637.3475790602 0.15534649022216662 0.056 0.09382239577011597 0.270119296412 -0.011614094007248216 0.6814461855197459 0.1302348880531764 0.0812863483318 0.969211171326 8498 16.0946587083 196.628310363 0.965906284301552 583.757261373 591.16776755 606 546 50.097931876775895 1.79381824597758 0.3489662488247012 908.8739393884871
2192.H01a.Foot.158.lane2.NoIndex.L002 60120 546 344666.13469099713 0.18543185750236324 0.034 0.10641887030816677 0.243550262113 -0.010854180785944585 0.6412272717057445 0.10258090104230358 0.180988023952 0.946197965015 10881 27.0708582834 330.713445174 1.1644517942493073 551.272814978 557.339683779 576 524 49.52700418814919 2.2268099682574034 0.3067469697525138 397.0131474114356
933.W.2.3.S.E.3 93853 407 2552018.9308287245 0.16551301241172967 0.0205 0.10137852748098486 0.165474886219 -0.015298426660512735 0.5043294001561107 0.04853682525509442 0.287396247323 0.879914213801 26973 42.0274258681 376.120496945 1.152046659051459 413.902034325 424.581145295 440 397 35.460110191624715 1.3285268300211914 0.26801015801000205 323.64903684073363
990.KA1F.A.15 96150 4227 11086.157037259964 0.31433799673795637 0.0446 0.139843299443852 0.371474139022 -0.0010595980855682844 0.8098219598810029 0.20417756361761552 0.0536557462298 0.994695713411 5159 7.01820072803 256.533587498 1.4972429912562533 4341.95853051 4449.67620478 4671 4260 368.3217255956031 13.631938042310475 0.38316892525720514 1229.5560224873218
2182.CPZX24A 12267 486 12394.430584192442 0.32579219305197216 0.049 0.14363673664925136 0.358181691923 -0.008964376464926484 0.7214906257562659 0.17685083391482373 0.1632020869 0.957994704507 2002 23.4857748431 336.505822635 1.1533601550631194 493.600619599 502.375283973 524 470 51.51535875026868 4.38800472575188 0.363084671325681 257.141973431178
804.3873.1233B 47654 1229 6838.985804512554 0.400946006793402 0.1803 0.1600264921197868 0.55725197461 -0.0031684866645582507 0.8875864169035347 0.4490130812208205 0.0319175725018 0.995488122227 1521 5.36156461158 132.582713741 1.0166671498842488 1239.00020985 1237.97532314 1259 1246 114.00220103962434 5.629919727565758 0.4596009447175446 1409.0301998701668
550.L2S54.s.2.sequence 22417 184 520184.272006415 0.18906800984688144 0.0279 0.1064279827723944 0.22748190911 -0.03220579189571543 0.5222901277926985 0.07779638067516292 0.418967747691 0.805133226744 9392 50.3011107642 498.412830459 1.106174200648934 186.836490169 189.584902272 197 183 18.267894397416466 1.228935464124651 0.27341961014639604 168.04137656487896
1579.MW.1.15 52937 2360 9357.884163607101 0.3267194669348502 0.051 0.1441111589306061 0.361902771859 -0.001839764871845296 0.7836885359148957 0.18603559722578825 0.0544231822733 0.991698797621 2881 8.24753952812 182.345254409 1.2297719524590174 2414.9361027 2474.96684435 2595 2330 216.88248959590183 10.257283051663434 0.405037230280606 985.3576127883105
1642.MS00487 52796 4778 1482.833607877428 0.4304006891163715 0.0761 0.17162481634204108 0.453886320332 -0.0007574441221774697 0.8598377476948278 0.3048606464216952 0.0285248882491 0.997249467767 1506 4.67270247746 162.226119509 1.3439872336324383 4882.82398938 5036.77851874 5295 4540 439.2970592227162 20.79436368411764 0.4653156681049034 1587.0061967708907
1288.NSBH29May09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence 3182 147 4004.4904482340885 0.3176694434435622 0.1054 0.14446567545915545 0.356854243897 -0.029461339627489168 0.7098859301353743 0.22984903262858336 0.178189817725 0.935454222585 567 29.2269013199 285.285195817 0.8480520244068482 148.084678229 151.663082942 157 126 18.102318549789338 2.605957010807111 0.4135046294359296 153.25617341734198
1694.St3A3.r.EMPbird.v4.NoIndex.L001 47022 903 110115.96804443431 0.2781604450161116 0.0241 0.13374076686265568 0.261691035694 -0.005193653595554343 0.6421860346870862 0.08657020530660511 0.134490238612 0.953971039461 6324 26.4386882736 289.468462082 1.210444757466126 916.460362302 925.662309228 963 892 83.84169053564436 4.164253905657926 0.3350659636392841 464.3351648322013
945.P6.E12.lane2.NoIndex.L002 44535 558 154708.66291191292 0.2073913563295111 0.0396 0.11919385789673842 0.213898214646 -0.00945965773615154 0.6292280216450422 0.09423402201377748 0.144874817559 0.954760172948 6452 22.5620298642 257.911591632 1.0664661901403643 559.252060634 567.143835932 580 418 52.03647269582754 2.64413406069987 0.3309517854579557 429.98888441641355
1288.NSBE03July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence 6509 157 12929.749877511023 0.2377939445315268 0.118 0.11718458005174592 0.361878163797 -0.03421100215546699 0.7206480904005206 0.2386914263095779 0.160239668152 0.946021889023 1043 24.8271623905 262.510973767 0.830473319732802 161.286372816 165.095216485 172 163 17.76574947745366 1.9459985692980197 0.39084801583710344 210.84884261404
894.YY1157.lane5.NoIndex.L005 21175 275 54638.92700729927 0.19596787534708382 0.0982 0.10627922059385997 0.314427390791 -0.021579333795341032 0.7111207257968223 0.1944617676298823 0.11787485242 0.962974446097 2496 17.86540732 212.622394079 0.8539065468821803 280.261786952 283.688516201 294 281 27.50844787578591 1.889822365046136 0.37258333424259427 395.3004042363504
722.CL3.1.s.1.1.sequence 22932 2161 1668.936695117144 0.44655951006356276 0.0632 0.1817791581452961 0.41781516413 -0.0015763348813743556 0.81720327126297 0.24536825501318005 0.0478370835514 0.992682215135 1097 7.71847200419 180.01440415 1.211382112446562 2208.40429765 2283.40337612 2414 1995 215.1332583492388 14.270322905270477 0.4573127868404764 802.3370723972401
933.N.1.1.H.E.4 116758 462 1543406.6432468472 0.1502686711583069 0.0398 0.10086082516963668 0.144529006568 -0.013547542044744988 0.5604321261983981 0.06538464285649997 0.100644067216 0.945643010282 11751 19.1918326796 192.328423944 0.9047971051389432 470.322651926 483.044637381 505 440 39.51024879750876 1.3520683664564612 0.33059956124958084 791.6717554619672
1883.2007.088.Crump.Artic.LTREB.main.lane1.NoIndex 55535 1331 137347.025418166 0.304926349554708 0.0125 0.1481785494885811 0.21089118977 -0.0031693719309374164 0.5816069388223342 0.048587307892345576 0.173764292788 0.940019283357 9650 27.9247321509 299.258282641 1.301770603852793 1352.33209736 1397.89369289 1464 1186 121.74170755238173 5.647999731175316 0.3115863430676676 399.73922484001673
1883.2001.005.Crump.Artic.LTREB.main.lane1.NoIndex 52535 4841 5734.096715127843 0.49386731128016104 0.0201 0.20213387566954055 0.367348494734 -0.000628576829713361 0.7565735344641894 0.12658163568102507 0.0506709812506 0.989737717355 2662 9.75920814695 189.250646111 1.3838369359093674 4960.16124258 5148.73644955 5470 4442 445.29353239594985 21.120817033292113 0.4116495418129541 1037.5392544973895
550.L2S378.s.2.sequence 11776 483 22293.54752025292 0.3668845621114276 0.026 0.16525824487127128 0.288645995083 -0.007795760112949669 0.6231850595610674 0.09554753900181535 0.19480298913 0.920442289125 2294 36.1752717391 331.447870654 1.136746389596479 484.846310632 492.184432301 507 382 51.41981173066833 4.450904051425957 0.34823472059525684 222.63739993640425
550.L4S260.s.4.sequence 21127 474 77631.31936824827 0.28234684307373936 0.025 0.14195838390133497 0.213261910739 -0.009303745408352165 0.555295187961562 0.0625979653311046 0.17285937426 0.915623904749 3652 33.4500875657 274.447769792 1.0539474287983908 483.702154145 503.925131546 528 435 47.49803296795122 3.2610647762922387 0.3393212838413146 294.30309497018214
550.L1S151.s.1.sequence 18753 170 118194.39335189696 0.184880371596013 0.0938 0.10256066257773455 0.304773510748 -0.03619680698552854 0.6759411906926861 0.1845260949660138 0.170426065163 0.937318466095 3196 26.9290246894 266.4291693 0.8459434180071342 170.76927179 172.338075541 176 163 17.176352013228147 1.2414051552381362 0.34435957561275743 286.16205538726405
1288.SSB07jul09E.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence 55502 465 385297.9289302929 0.19126519469952175 0.0357 0.11424538388376293 0.195824930071 -0.011854713735703067 0.5950222924248721 0.08115077165436176 0.175345032611 0.939813473468 9732 27.2710893301 282.5837441 1.0652458807550118 466.91064895 471.384085312 484 414 42.47460593046721 1.9737795106233422 0.31095786360794964 396.8308224942469
2080.S79D5 19422 222 82691.04732787087 0.19211652151851366 0.0851 0.10368063515669235 0.33894135099 -0.027413586020305664 0.7005925197320969 0.19474655757294676 0.136649160746 0.947048944228 2654 26.9591185254 267.268163363 0.9020094659923817 225.818378419 229.247316593 237 225 22.381646786457694 1.5929641409655853 0.3624901243850456 342.6785776519435
1883.2011.408.Crump.Artic.LTREB.main.lane4.NoIndex 24257 434 37398.87739061952 0.22177259119752168 0.0773 0.1124420907238386 0.355027547751 -0.01290958400107606 0.7433342992634715 0.20857698479860282 0.123345838315 0.970174340776 2992 18.6997567712 268.802876054 1.0456329600850254 438.482943431 446.269019211 460 414 42.88631638562093 2.786577880476207 0.36356764942342223 399.46176052766094
894.OS625.lane3.NoIndex.L003 11441 383 17536.850081336375 0.2887333051062304 0.0485 0.13696869171566495 0.300342568058 -0.011947736021568922 0.6723923992850569 0.1402254936034678 0.175596538764 0.946210601338 2009 26.7109518399 311.070448048 1.0693919950420427 394.330331644 405.575467795 427 388 40.87765535818192 3.5806904764425957 0.35881029744433307 237.9929285068843
894.OS1206.lane5.NoIndex.L005 21214 1137 5287.674218353214 0.35434883861667554 0.0618 0.14927703375574375 0.410494588007 -0.003681827057238913 0.7959129002774777 0.2372095470504089 0.0904591307627 0.985773055142 1919 12.0863580654 282.960477243 1.2669983375899443 1174.52114854 1195.10651007 1258 1186 114.02855786134958 7.806370910584946 0.39704738234161063 484.84991689402005
550.L1S292.s.1.sequence 29720 175 619965.1543513957 0.16755724977152164 0.0447 0.09780824264833232 0.243048452221 -0.0369003600485775 0.564186240314055 0.10016408979475115 0.292462987887 0.872156681291 8692 42.567294751 369.543531944 0.9757830939769799 178.805006077 181.398220658 188 181 16.89390014372313 1.015111262291855 0.2902507076228004 224.9109653835435
1748.5.18.12.R.25.V 80310 159 2043685.3011702888 0.15882750180654137 0.1116 0.09571072058559138 0.283282938989 -0.04151766925964309 0.6769024432048159 0.18931825189197418 0.133669530569 0.943645964342 10735 23.5014319512 219.964590153 0.7528157946599594 159.133334994 159.983260003 161 156 13.990163325567075 0.561063880829368 0.3206857021108792 555.1575195787999
2229.S2.N13.EH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006 57105 1196 93741.20187165025 0.24882052572388058 0.0238 0.12342326466305975 0.280422117445 -0.004258556908604587 0.6845352298314908 0.10617888448610707 0.156133438403 0.964812028 8916 21.4937396025 362.309919629 1.3644762713729628 1239.77798181 1263.46879405 1328 1263 109.1060457475417 5.004885101539069 0.31854229958782737 438.95705257744913
990.KA2U.C.14 77485 3641 28279.317035381533 0.35676672030713896 0.0158 0.15327431174457307 0.337479375344 -0.0011186214625021455 0.7294464556520056 0.10852265005367336 0.0895657223979 0.982580447444 6940 14.3576176034 267.048363976 1.467612587555029 3745.9387425 3853.62674388 4061 3643 323.3302404138492 13.080123973293983 0.3509324230887781 759.7460489164807
2192.H05b.Front.Door.Knob.2525.lane5.NoIndex.L005 34107 556 106361.34303908229 0.2423222086194705 0.0342 0.12369464050914725 0.240805279956 -0.00913988241202357 0.6169166720784416 0.08715710184424906 0.119418301228 0.947456848217 4073 23.2532911133 232.812036954 1.0211958213360302 575.333900194 583.810464746 614 587 53.17488599128229 3.0105998175808506 0.3545734700639758 459.015064979616
1883.2011.38.Crump.Artic.LTREB.main.lane4.NoIndex 48721 5361 4546.919858875739 0.5394674924259389 0.0178 0.21020902119974916 0.448591087609 -0.0005442333011516433 0.8033560961181592 0.18463283600765876 0.0823053714004 0.98954632248 4010 10.9295786211 334.777246457 1.6476846361098878 5450.60069293 5590.46805602 5892 4853 496.57836073091795 24.287773850675137 0.3730613872191647 694.4629752507044
